Student_ID,Full_Name,CGPA,Soft_Skills_Score,Technical_Skills,Leadership_Score,Experience_Years,No_of_Internships,Projects,Live_Backlogs,No_of_Certifications,Programming_Language,Gender,Branch,Year_of_Passing,Placement_Status,Company_Name
S1169,Lisa Davis,5.20387570777382,7.085598058678906,5.517458805669332,5.32231554593207,1.0067225399882933,4,4,3,4,Java,Female,CS,2022,Not Placed,None
S1170,Emma Smith,7.954464715941209,3.925936138885291,6.023528914253355,4.254783870444531,1.251849090017612,2,7,0,1,JavaScript,Female,IT,2021,Placed,Google
S1171,David Miller,8.387821809211413,7.1769447701748765,9.446815455942374,5.436559523874477,1.5572542962760048,2,7,1,0,C++,Female,CS,2021,Placed,Facebook
S1172,Mike Brown,5.082939144639281,1.6267703334616517,9.185713560829988,7.61473101289077,1.2331016931085232,4,4,0,4,Java,Female,CS,2022,Placed,Google
S1173,Alex Jones,7.560465291496405,2.5739329345836346,8.25614198680085,5.6923484265489055,1.724686091268937,3,7,2,4,JavaScript,Male,CS,2021,Placed,Oracle
S1174,Mike Wilson,6.1324788759896895,8.701635330152076,6.154265215482624,5.224314898980879,1.1261651489645286,4,5,2,1,C#,Male,ME,2023,Placed,Amazon
S1175,Emma Williams,8.225863952047249,3.044616013211634,8.317874083082414,5.395037299234119,0.7719887841564698,2,1,1,3,C#,Female,ME,2022,Not Placed,None
S1176,Lisa Miller,5.871832145024957,8.53337012718646,4.939297374768721,6.644142639214796,1.4636952224919015,3,1,2,0,C#,Female,ME,2021,Not Placed,None
S1177,John Davis,8.45468869051233,3.5134847960896938,6.967809439819575,3.738512284740349,0.9803477290216531,0,7,2,4,C++,Female,ECE,2023,Not Placed,None
S1178,Sarah Johnson,6.933676731502687,6.785937190528369,9.140816635292365,5.6196875404815465,1.2188036904308441,4,5,3,2,Java,Female,ME,2022,Placed,Google
S1179,Jane Johnson,9.683649943683672,7.247355161588479,8.059469139844802,8.875906145950779,1.2778349962464068,4,5,1,1,Java,Female,ECE,2022,Placed,Apple
S1180,Sarah Jones,5.687604720729967,5.613892778305477,6.547181713193514,2.500794030559735,1.0566695505984944,3,0,3,3,Python,Male,IT,2023,Not Placed,None
S1181,Lisa Johnson,6.705331755251293,3.7477960902705814,2.464967256346195,4.096175258916011,0.3580512070484677,0,0,3,3,C#,Male,IT,2021,Not Placed,None
S1182,John Brown,5.567367606202946,2.913799387339865,7.34179963470326,4.7951271206478,0.33983077278943685,0,2,0,1,C++,Male,IT,2021,Not Placed,None
S1183,Lisa Jones,9.623468091392814,1.298704191061836,6.483269122054884,6.507037484097074,1.3427236627464552,3,2,1,3,JavaScript,Male,IT,2022,Placed,Microsoft
S1184,Sarah Smith,9.386696766904905,3.7355176111665145,8.925954760961378,4.665171806473513,1.2306844762550844,1,2,0,4,C++,Female,IT,2020,Placed,Apple
S1185,David Davis,6.289708138575778,6.878465114781547,5.920000351251524,5.149363069573496,1.6570476747017044,4,2,0,3,Java,Female,ME,2021,Placed,Facebook
S1186,Emma Jones,8.299920230170894,9.444743366036343,8.827526034502906,6.788819756390634,2.1639608631248324,4,4,3,0,C#,Male,EEE,2021,Placed,Apple
S1187,Emma Williams,9.08611100100608,8.840840340367468,7.575695534412818,4.395691928061892,1.578902758922922,2,4,2,2,Python,Male,ME,2023,Placed,Amazon
S1188,Mike Wilson,7.776004057997312,7.8945829888177235,7.2253855168689505,5.247783020500938,0.9397903710736135,3,0,1,4,C++,Male,EEE,2020,Placed,Oracle
S1189,Jane Williams,7.648252891780032,8.096026089279688,4.905539264050848,3.471670188425361,0.573262434981116,2,1,2,1,Python,Female,ME,2020,Not Placed,None
S1190,Mike Davis,6.209261454502259,6.984864131283957,6.770443732878127,2.4719109593574298,1.8169123459994092,2,5,3,2,Java,Female,IT,2022,Not Placed,None
S1191,Jane Miller,5.465513839029496,3.342581718094027,3.097028900259571,5.9517494881408055,0.11974659984431013,0,6,3,4,JavaScript,Female,CS,2023,Not Placed,None
S1192,Alex Williams,9.486078789766633,9.16475527635247,7.586598878803947,5.316920151999192,1.2225087710795697,4,1,3,2,C++,Male,EEE,2023,Placed,Amazon
S1193,Lisa Smith,9.502090285816653,7.036590807152506,5.51417782012797,7.283681818918489,0.5331999133371771,2,3,3,3,Java,Male,CS,2021,Not Placed,None
S1194,Lisa Miller,8.16550728636634,6.04396567882396,7.214633341814778,2.6404165469543894,0.9425045479479807,0,4,3,1,C#,Female,IT,2022,Not Placed,None
S1195,David Williams,6.6951489552435035,1.9989052229213295,2.881276480508851,4.550923075213945,1.623555844737523,3,2,3,1,C++,Female,EEE,2021,Not Placed,None
S1196,Emma Davis,6.746047873063304,5.023499894257829,4.373669024706327,3.2636905001891794,1.9803554996528834,2,2,2,0,Python,Female,CS,2020,Not Placed,None
S1197,David Wilson,8.629778394351197,5.143224440817336,7.698022512012729,7.872599060877995,2.330398594475758,4,3,0,3,C++,Male,ME,2023,Placed,Facebook
S1198,Alex Jones,9.485551299762886,8.78107248570403,6.626543907417677,6.691187631588453,1.1162647662213645,2,1,2,0,Java,Female,IT,2022,Placed,Facebook
S1199,Mike Brown,9.435432121325587,5.919833981690096,6.5598528873033075,4.139586419981945,1.3073787613688026,3,2,1,0,Java,Female,ME,2021,Placed,Microsoft
S1200,Lisa Miller,8.899377729288119,4.423604940733687,5.7606678077602975,6.5102881014129785,0.9452780514199777,2,1,2,3,Python,Male,ME,2021,Not Placed,None
S1201,Emma Smith,8.21015823077144,9.791202956595933,9.28842404517279,4.414789156482864,1.228610380056822,4,5,3,4,Java,Female,IT,2020,Placed,Google
S1202,Lisa Smith,5.4206998249752445,1.9964853399368412,4.792472306380301,3.938514855926517,0.20712548490301358,0,3,2,0,C++,Female,EEE,2023,Not Placed,None
S1203,Mike Davis,5.808143570473069,4.802935854807501,8.696146030756063,8.426799489362207,1.1984255620144082,4,6,0,2,Python,Female,ECE,2020,Placed,Microsoft
S1204,Alex Wilson,9.492770942635396,1.3782220765426476,3.4985112141400565,6.094532477209886,0.17117213578016782,0,1,1,4,Java,Female,ECE,2021,Not Placed,None
S1205,David Miller,8.03214529829795,7.659137086902373,7.260166930112378,7.077789205000659,0.6107680636083054,1,5,2,3,Java,Male,IT,2023,Not Placed,None
S1206,Mike Brown,5.045985258083149,9.262688969792356,7.705440121347428,6.0770543716991625,1.4600029454696746,4,7,0,1,C++,Female,ECE,2023,Placed,Apple
S1207,Lisa Wilson,5.50735771433016,3.5203359659544047,8.229345584436768,3.5942731072432896,2.442368456558374,4,7,2,4,Java,Male,CS,2020,Placed,Google
S1208,Emma Smith,8.317508845540278,8.725075091192089,6.323685474326535,4.2840797179468035,1.6177098765028286,3,1,1,0,C++,Female,EEE,2023,Placed,Facebook
S1209,Sarah Jones,5.025307919231094,3.62996407415708,5.642041627419836,4.793053496579626,1.9813936617699215,2,7,2,2,C#,Male,ME,2020,Not Placed,None
S1210,Mike Johnson,5.804040257087493,9.196931454795237,3.7439534737751936,5.111307029320273,0.5587004217385099,0,1,3,3,C++,Female,ME,2023,Not Placed,None
S1211,Alex Brown,7.743668946832931,7.785657132371055,7.3638400629143685,3.050177303125884,0.6864399488841615,0,2,2,1,JavaScript,Female,IT,2023,Not Placed,None
S1212,Lisa Jones,8.459475988463467,8.244160991572947,6.4312987676607944,6.819947334829943,1.2368679887479188,3,0,0,2,Java,Male,ME,2022,Placed,Amazon
S1213,Jane Johnson,8.259806297513002,1.1620590004040905,7.634627167854606,4.824364966379714,1.024331476344829,3,7,2,1,C#,Female,CS,2023,Placed,Apple
S1214,Mike Davis,6.1213465473027995,9.665293213666233,6.04366669097557,5.10065273106581,0.7147470616663687,2,4,0,3,Python,Female,CS,2021,Placed,Microsoft
S1215,John Johnson,8.56089610673768,7.540038928632909,8.29481682301023,6.368152010970287,1.9176187967117477,2,1,1,4,JavaScript,Male,IT,2022,Placed,Oracle
S1216,David Wilson,6.186245437484001,3.7427598584751998,7.710916517508322,4.562787976920214,2.4802160226981336,4,1,2,0,Python,Female,ME,2020,Not Placed,None
S1217,Lisa Williams,6.626998490796339,8.464551983729622,5.737940899117833,6.205528854063968,0.3173642447630973,1,1,1,3,JavaScript,Female,ECE,2021,Not Placed,None
S1218,Lisa Jones,8.73245702559012,3.5336907857343696,6.330303774666399,3.4728136706539767,0.7255188120976498,2,0,1,2,C#,Female,ECE,2020,Not Placed,None
S1219,Emma Jones,8.248164495236074,8.85478455609515,9.535287243803133,7.093445013720863,1.385286138451534,3,5,2,4,C#,Female,EEE,2020,Placed,IBM
S1220,David Brown,9.24611705247089,2.013223513707433,8.181222377930688,4.124534321888758,0.779500214516611,2,7,0,1,C#,Female,IT,2021,Placed,IBM
S1221,Emma Miller,8.288064461501717,7.333173797147162,6.717699999852169,3.887934353998438,0.5458205904403249,0,6,1,4,JavaScript,Male,EEE,2020,Placed,Facebook
S1222,Emma Williams,7.841543016677358,5.866286289804193,7.3883536595557455,6.13134415113073,0.44364452478945005,1,6,1,4,C++,Male,ECE,2022,Placed,Oracle
S1223,David Smith,5.468373839140463,1.8688102317589674,7.13560492864017,6.555959901179124,1.6847676350826855,4,3,2,2,Python,Female,ECE,2021,Not Placed,None
S1224,Sarah Brown,6.838579015297167,3.177044454329551,2.7116293205733957,2.7187171577531672,0.4075419242538889,0,2,2,0,C++,Female,ECE,2020,Not Placed,None
S1225,Mike Jones,6.326011838408627,1.111636326495833,4.990086783698683,2.469293106768771,0.5278575836379913,0,0,2,4,C++,Male,EEE,2020,Not Placed,None
S1226,Alex Johnson,6.219948216895418,5.218911689180553,4.975945186908644,4.489651219395941,0.3914689771941214,1,5,2,4,Java,Male,IT,2023,Not Placed,None
S1227,David Jones,9.865052773762228,3.711387346840003,5.41180550941914,4.318475888502145,1.6421920760652124,4,1,2,0,Python,Male,CS,2023,Placed,Google
S1228,David Jones,6.965488623333802,6.38521735867983,7.903753513540801,6.566410365986801,2.224886416442355,3,5,3,0,JavaScript,Male,CS,2020,Not Placed,None
S1229,Mike Brown,9.460232775885567,3.675140269377555,6.130612780588996,6.440326095026405,1.4932495703217854,4,0,2,1,Java,Male,ECE,2021,Placed,IBM
S1230,Emma Brown,8.155693129986314,3.699272003562862,4.9432066134996875,3.648533257328483,1.8146439122636526,2,0,0,1,Java,Male,IT,2022,Placed,Google
S1231,Alex Johnson,8.974056517708242,7.6887387885844305,6.626484680094572,4.633783169518559,1.2647987124355278,0,0,1,0,C#,Female,IT,2020,Not Placed,None
S1232,Jane Miller,7.513185465525961,1.4332855238051811,8.674229822275507,6.620249157335871,1.9280876274458159,2,3,0,3,JavaScript,Female,ME,2020,Placed,Amazon
S1233,Jane Miller,7.884519423131795,9.126054956727884,10.420439594074839,5.721450891035304,1.9351642684006416,3,4,0,0,C++,Female,ME,2020,Placed,Facebook
S1234,Emma Davis,7.462588469094319,8.670374869520632,7.81751435363405,5.228998650350837,1.4893952405882225,2,2,3,1,C++,Female,EEE,2023,Not Placed,None
S1235,Emma Jones,5.976214938990222,7.0102421490376585,8.580600778232556,3.3359129273606154,2.2848766663411864,4,3,2,2,C++,Female,ME,2021,Placed,Facebook
S1236,Alex Johnson,8.612260576307527,6.338994130966459,5.236826987508472,6.193594953915577,0.6134670209860245,2,3,1,2,C#,Male,EEE,2020,Placed,Apple
S1237,Mike Brown,6.403861812204279,9.03072248325687,8.543428981335971,5.144653242800054,1.4442459857982117,3,7,0,4,C++,Male,CS,2023,Placed,Apple
S1238,John Smith,5.121579832157269,2.66797161575843,7.216909506259847,6.1335423984432085,2.233884357922588,3,4,2,2,Python,Male,ECE,2020,Not Placed,None
S1239,David Wilson,8.227361479535839,1.7107224597174575,5.925921818889748,4.460637143547537,1.9044002269420983,3,3,2,1,C++,Male,IT,2020,Not Placed,None
S1240,Sarah Miller,5.8855533970352445,3.155591529185843,5.290669346169304,3.069305549439772,2.4431130670558345,4,0,3,2,C++,Male,CS,2021,Not Placed,None
S1241,Mike Johnson,9.70229292176457,8.151204508301714,7.180542946874051,6.754073322507093,1.9194515342002187,3,0,3,3,Python,Male,CS,2023,Placed,Oracle
S1242,David Jones,9.769642885012937,1.31203240053835,4.702496669337259,2.3255748545497434,1.3123229511632162,0,7,3,0,C#,Female,EEE,2022,Not Placed,None
S1243,Mike Davis,9.574321951102242,6.245261515751407,10.544272159618558,6.018576776287528,1.8097944484547865,3,5,1,0,Java,Female,ECE,2021,Placed,Google
S1244,Sarah Brown,6.850793501277222,9.95893764572179,7.353969544688981,5.033417176619798,1.6407530066258598,2,1,0,1,JavaScript,Male,EEE,2022,Placed,IBM
S1245,Lisa Smith,5.077283082644337,8.701264844537855,5.091989253407687,3.3443893883035622,1.2847670147592511,2,3,3,4,C#,Female,CS,2023,Not Placed,None
S1246,Lisa Johnson,9.641592812938626,5.693011201392305,8.219604939088642,6.622140171262965,1.8863565512211995,2,1,3,0,C++,Male,IT,2023,Not Placed,None
S1247,Mike Jones,7.140920741586571,1.572768183579781,5.79778620855687,5.802324377219059,2.237558365935042,4,2,3,2,Java,Female,ME,2022,Not Placed,None
S1248,Emma Williams,9.833274095218348,8.482361629471388,7.65817879484975,4.759770902095684,1.7658274484984484,2,6,0,3,JavaScript,Male,EEE,2023,Placed,IBM
S1249,Emma Brown,9.818099885446264,6.390806573594895,8.76857395972204,7.4409444954801485,2.0095136514445784,4,0,0,4,JavaScript,Male,CS,2021,Placed,Microsoft
S1250,Mike Jones,9.265047277336802,2.0343969735361016,8.522056011370413,5.597209037536278,1.4568699206308735,4,5,3,4,JavaScript,Female,ME,2020,Placed,Google
S1251,John Johnson,6.4722444603479286,1.844715563410206,6.37321934206688,6.03974794419749,0.803444693085209,3,2,3,4,Python,Male,ME,2022,Not Placed,None
S1252,Sarah Brown,6.9254886430096265,9.186641374929332,7.6435775044966485,4.155105004010443,1.4034826941143168,0,7,2,0,Python,Female,CS,2020,Not Placed,None
S1253,Emma Davis,9.255683357584285,7.022802366442706,8.292014043845148,5.962420883152214,1.6291805232082455,3,5,3,4,Java,Female,ECE,2022,Placed,IBM
S1254,Emma Brown,6.584610025781388,8.4635811938508,7.199855978364608,6.225821078562257,1.1972144567222105,3,6,1,1,C++,Male,CS,2020,Placed,Apple
S1255,Alex Johnson,5.847463733430462,8.910810102540406,9.886415749808418,6.144922430228836,1.2237026617713067,4,6,1,2,Java,Male,IT,2020,Placed,Apple
S1256,Mike Davis,7.784006312291751,6.1459511684349,9.251581157814682,5.509402775090888,2.244284748251132,4,7,3,3,C++,Male,ME,2021,Placed,Apple
S1257,Emma Williams,9.680773870803904,5.657017165795372,6.930560215748034,4.8983783154981175,1.7547802916713682,2,4,0,2,C#,Female,IT,2020,Placed,Google
S1258,David Brown,8.480148983374864,4.873846692888912,5.403738457326863,6.5986247092442625,1.7217619521957972,2,7,2,1,JavaScript,Female,EEE,2022,Placed,Facebook
S1259,Jane Williams,7.850305850446825,3.8525192901200738,9.052681447168975,5.1325490776505305,1.7176240379501793,3,0,0,1,JavaScript,Male,ME,2020,Placed,Oracle
S1260,Sarah Wilson,5.485882468853843,4.911363647728406,6.053895570624363,5.842346821385292,0.7990230813878139,1,2,3,2,Python,Male,ECE,2023,Not Placed,None
S1261,Emma Smith,8.07503613349585,7.964916901571407,8.502492797825289,4.162969256980324,0.7061054271703855,1,4,1,0,C#,Male,CS,2020,Placed,Microsoft
S1262,David Miller,9.950269250521316,6.417310879136184,9.37601373320795,6.626922279820542,0.5128321551772552,2,6,2,1,C#,Male,EEE,2020,Placed,Microsoft
S1263,Jane Wilson,5.7004200761826205,9.032709609593615,7.016464820409407,7.282523178537007,1.5004113380323605,1,2,0,4,C++,Male,IT,2023,Placed,Apple
S1264,Alex Brown,7.591648261818683,4.99042012941269,8.474870281378918,6.651851495061678,0.6311490462404636,2,5,0,3,C#,Male,EEE,2023,Placed,Amazon
S1265,Mike Williams,9.386865359639778,6.463806208468786,7.681675968866796,7.375442543194156,1.9461324970611513,4,4,3,3,Python,Male,ECE,2022,Placed,Google
S1266,Mike Miller,8.703843088771022,6.681767977827898,5.279230758181728,7.066665685672307,1.5061124202601326,3,4,2,1,C++,Female,CS,2023,Placed,IBM
S1267,David Miller,8.48507870497634,6.32527446075693,6.800658836666109,3.9617140650621625,0.7900340383895268,0,0,1,4,Java,Female,EEE,2023,Not Placed,None
S1268,Alex Johnson,8.512420419935546,7.323703957769647,7.378016703887542,6.078071825900285,2.14006926796166,3,7,3,2,C++,Male,IT,2022,Placed,IBM
S1269,David Brown,6.797455756098776,3.1369012153732565,5.964352633639395,2.7967146523282005,0.5474225169068632,2,1,2,3,Java,Male,EEE,2022,Not Placed,None
S1270,Lisa Johnson,6.467959221322467,5.611273997912116,7.56509563570868,5.9118767929544305,1.6600883369431585,2,5,0,4,C++,Female,CS,2020,Placed,Oracle
S1271,Lisa Jones,9.046805777392567,1.938023225275129,6.440551103818362,3.8665239690190862,0.8280785975509607,3,5,3,4,JavaScript,Male,EEE,2021,Not Placed,None
S1272,Emma Jones,9.050566973395904,4.460601948803313,6.961263563112306,7.401948523824977,0.5572304089030657,2,7,0,0,Java,Female,IT,2022,Placed,Facebook
S1273,Emma Brown,9.335361592900519,5.38900361759138,6.968422105044251,6.135144390332736,0.8947265472120729,1,4,0,1,Python,Female,CS,2023,Placed,Apple
S1274,Alex Brown,9.566202762782357,6.870018335909252,4.668931688049453,4.509332240781005,0.3446127615144501,1,4,3,4,Java,Male,ECE,2020,Not Placed,None
S1275,Sarah Brown,7.556711994304689,9.55477947327583,4.238922510963876,3.496102045657546,1.683715926939368,2,0,3,2,Java,Female,ECE,2023,Not Placed,None
S1276,Jane Williams,7.507581473435998,6.405859598935203,7.531192179721723,6.65213939817976,1.2943446404725059,2,1,3,3,C++,Female,ME,2022,Not Placed,None
S1277,Lisa Miller,8.991475894833876,7.692345245589038,4.624135814674765,2.969650661919617,0.29355817398966166,1,5,3,0,JavaScript,Male,EEE,2021,Not Placed,None
S1278,John Smith,8.249819653888826,5.556394535456825,5.36217631108692,2.977560188646818,0.5607510297228793,2,6,3,2,C++,Male,IT,2020,Not Placed,None
S1279,David Williams,8.509834386288517,6.706936282386982,8.675432207886162,4.926270019761471,1.4190027946092192,2,3,0,3,C++,Female,EEE,2022,Placed,Amazon
S1280,John Williams,8.978963347180505,1.638389945203961,7.570143968033288,7.572538798180439,1.9591677264876073,3,3,1,1,JavaScript,Male,CS,2022,Placed,Apple
S1281,Jane Johnson,9.450026709087831,3.289524227576623,4.109654325670412,6.729553471079418,0.6566992969121603,0,1,1,2,C++,Female,ME,2023,Not Placed,None
S1282,Mike Smith,6.689975784257679,4.256677838846248,5.748807099675231,4.495348983750722,1.0818710073034365,1,2,3,3,JavaScript,Female,IT,2021,Not Placed,None
S1283,David Williams,6.87791476319972,5.252440195058622,8.228708272402706,7.082539606675692,1.9497441810748524,3,0,0,0,Python,Female,EEE,2022,Placed,Amazon
S1284,Lisa Johnson,5.469909699204345,1.4108387095214536,3.083691133640003,2.410178704235137,0.9157592610627288,0,1,1,3,JavaScript,Female,IT,2023,Not Placed,None
S1285,Mike Smith,7.89140070498087,2.2602168779798593,6.3109219317289424,7.694141654850663,0.8371403564882292,2,7,1,4,C#,Female,CS,2020,Placed,Microsoft
S1286,John Smith,5.17971136898371,3.491328770121752,8.735212217131101,3.651448589730144,1.4195780388042178,2,7,1,0,JavaScript,Female,ME,2023,Placed,Amazon
S1287,Lisa Johnson,7.327990090662301,9.743794218109455,10.097074354872259,4.6310338767953425,1.6924191885978204,3,3,0,2,JavaScript,Male,IT,2020,Placed,Microsoft
S1288,Lisa Johnson,7.713223173537883,3.9821230639274567,6.686478218288141,2.908946657554467,1.60116047132169,2,4,3,1,C#,Male,CS,2023,Not Placed,None
S1289,John Johnson,6.432706260641422,5.338369523008743,4.262886297513791,5.199598655174096,1.9313112813352018,4,3,3,0,JavaScript,Male,ECE,2021,Not Placed,None
S1290,John Jones,7.954166302845054,2.764879414645536,5.779314286992402,6.137588505062993,2.203863195687057,3,4,3,0,Java,Male,IT,2023,Not Placed,None
S1291,Jane Williams,5.152501249695247,6.497020639681915,4.436952621150097,3.0375611734385837,0.2959324630756027,0,0,2,0,C++,Female,ME,2021,Not Placed,None
S1292,Jane Smith,5.186740943746072,3.5261489396437686,4.375135970266355,6.795397678999668,2.1766360193506147,3,4,2,3,C++,Female,IT,2021,Not Placed,None
S1293,Alex Brown,9.113002803298292,2.8629332059458408,5.132568005034289,4.089608362499531,1.0575092355250244,1,1,2,4,Python,Female,IT,2020,Not Placed,None
S1294,Alex Williams,6.800953207056315,5.649153656013811,8.173858644746225,4.282794851008924,1.757934210742368,3,4,0,1,Python,Female,CS,2023,Placed,Microsoft
